Gene_ID	LNCaP_1	LNCaP_2
NXF5	0.0242355	0
ODF3L2	0.0782141	0.149623
IER5L	2.48049	1.98278
PAK2	26.9404	29.5324
ZNF821	4.10596	5.2229
CCDC64	4.47619	5.22211
AL049829.1	5.50991	5.7342
ERCC5	3.27153	3.29211
SEPHS2	35.4811	34.5106
MS4A15	0	0
PIP5K1C	10.305	10.5625
EMR2	0.0154358	0.0883806
TMEM204	0.02769	0
SYCP2L	0.054884	0.0261806
hsa-mir-1199	1.60375	1.01884
C19orf18	0.364074	0.814325
KIT	0	0.0116985
FUCA1	8.76294	7.65063
SAMD15	1.76163	1.34245
AP001421.1	0	0
OR10J3	0	0
CDC42EP4	12.609	10.2172
RASA3	2.62269	2.92125
C11orf40	0	0
MRPS18C	24.951	26.7411
OR2Y1	0	0
HOXC9	2.72983	2.61616
RARS	40.3552	38.2089
APOH	0	0
TWF2	26.1525	24.4219
RAC2	0.0907417	0.086357
MTCP1	0.175587	0.230275
PELI2	4.5299	3.28055
TBX1	17.361	14.5714
EVA1A	0.130317	0
KRTAP5-2	0.740801	1.06363
MTNR1A	0	0
CKAP4	16.0275	16.1664
LAMC1	28.1086	27.3466
H3F3C	0.200059	0.311296
IMMP1L	25.2357	21.1224
SNX25	6.39639	7.75255
PAPPA2	0	0.00397476
OR14I1	0	0
LCLAT1	9.24795	7.60816
POMC	0	0
RNF141	15.7307	17.3882
OR52E2	0	0
CTC1	5.66929	5.85328
CXCL11	0.0293469	0
AC008060.7	0	0.0292479
GSS	54.3123	53.7658
SLC25A47	0	0.0292232
PKHD1L1	0.103403	0.131503
ARIH2	22.362	22.8717
TPRX1	0	0
CEP55	5.61734	5.96118
SIMC1	3.22202	4.27704
PI4KA	22.9558	22.4314
NUDT13	1.03924	0.853243
EIF4A2	153.076	155.007
SIRT7	8.9182	7.60387
VAMP4	2.55722	2.30787
DAPL1	0.276193	0
LMTK2	3.60675	3.71814
SIKE1	9.53688	8.38296
FZD6	12.7323	12.9424
CD38	0.0218172	0
MRPS36	13.4281	12.5925
RSPH10B2	0.0253078	0.0885715
FLT4	0.373286	0.154078
RAB1B	116.494	117.406
MAPK4	0.1134	0.207959
PFKFB4	4.16782	3.41419
MRGPRD	0	0
TMEM52	9.1063	12.5408
RPL7	4136.54	4044.89
CCDC175	0	0.031921
SEMA3F	7.23312	6.52526
OLR1	0	0
POU6F2	0.0376362	0.0733993
HAUS4	22.0532	21.4951
MS4A7	0	0
GALNT3	14.0409	14.0046
NANOS3	0	0
EMX1	0	0.0546635
FBLIM1	4.76104	5.18306
HHLA1	0	0
CXCL12	0.197046	0.184186
RDH13	6.29745	5.28168
SKIV2L2	16.5166	16.4581
RP11-480I12.4	0	0.0176293
TMEM134	114.706	108.51
PCDH17	0.005413	0
FBXO40	0	0
GTPBP3	9.71487	10.4357
PPP2R5E	10.5756	12.6187
THAP1	3.2767	3.32215
TBC1D3H	1.23152	1.18797
PDZD4	0.665847	0.859083
FUOM	12.1713	10.4591
NTN3	0.0457131	0.0218261
HIST1H3E	4.23577	5.29688
TGFB1I1	0.0981212	0.124147
DIP2B	3.7644	4.00627
RGPD1	0.0866235	0.165932
SPATA5	0.77355	0.803942
DNAJC28	0.900826	0.702032
AUTS2	4.54415	4.3932
FABP9	0	0
ADRA1D	0.0326019	0
RP11-366L20.2	0	0
ETV3L	0	0.0109771
CCDC179	0	0
CASKIN2	2.30103	2.87195
OR52I1	0	0.106402
ITPRIPL2	0.137517	0.156296
DYNLL1	178.541	166.92
ARHGEF2	21.0314	20.4159
FTO	20.2958	26.116
ANKRD26	0.956023	1.04508
AL158147.2	0	0
CEBPG	15.3289	15.3087
BGLAP	1.23529e-69	6.65456e-105
BPIFA2	0	0
PDCD2L	11.8267	11.8997
C17orf70	12.4689	11.4765
BRI3BP	8.20508	8.05668
ZDHHC5	22.8966	23.9571
ZNF836	3.3673	2.61567
ABCC3	0	0
SART3	18.1935	17.436
OR5T2	0	0
YPEL4	0	0
PDE5A	0	0
FAM179B	4.50353	4.96123
TRIM46	1.03746	0.851141
SMKR1	14.9483	15.926
SERINC1	40.4603	39.1358
PPP1R13B	4.62205	4.58287
OTOA	0	0
ATP2B2	0	0
PRSS54	1.55557	1.72019
CYB5D1	8.5474	9.28234
TUBGCP4	3.90565	4.42489
GPR1	0.781489	0.461838
PLA2R1	0	0
ZNF638	9.54301	11.6855
SH2D4A	10.5877	10.7839
CDPF1	4.12329	3.52394
PRKCQ	0	0
PPP3R1	12.9318	13.9008
USP18	7.79661	8.43093
SEMA7A	0.469822	0.424982
SERPINB13	0	0
CDKL5	0.184944	0.564539
SELRC1	9.52612	8.32532
PENK	0	0
PPP1R35	15.8486	16.41
C9orf116	11.6486	11.6017
RAB3D	17.9938	15.7422
EPT1	15.8765	18.8762
MGAT4B	53.9233	50.5665
PIK3CB	46.2819	42.5532
EVX2	0	0
USP29	0	0
ZNF768	12.0495	11.5976
DUT	49.361	50.8756
PSENEN	47.547	52.8892
SP6	0.756882	0.711429
FEV	0.292493	0.232791
FIGNL1	7.78403	7.1934
ZFP92	0	0
H2AFV	124.048	124.506
FBXO44	30.2486	30.0156
CERS4	54.0995	55.7702
MFSD12	23.4592	23.328
ZNF738	3.52069	3.01848
CWF19L1	3.42588	4.54341
PRR20A	0	0
TESK2	3.03597	4.53247
RIIAD1	0	0.00573295
CTB-102L5.4	1.39975	0.89374
ATXN3L	0	0
SLC25A17	14.4884	14.898
CYTH1	6.97452	7.23961
RP11-723G8.2	0	0
OR13C3	0	0
SERPINB12	0	0
TDRD15	0	0
GPRASP2	5.16881	5.47159
SH3GLB2	44.7686	48.0785
PNN	26.1599	27.3911
RP11-599B13.6	16.5202	18.3426
F11R	18.6811	18.476
RAD51B	5.14897	2.00899
SYNE3	1.22618	1.25632
FABP12	0	0
GGCX	7.87432	6.92102
SLAIN1	7.6377	7.88784
SLC40A1	1.51379	1.21935
POLD2	207.889	199.782
GDI1	70.2955	69.3686
CKS2	110.666	116.196
SLFN12	0	0
POF1B	0.416698	0.242316
SH3GL1	37.8244	38.4955
DNAJB4	1.74692	1.74938
PTTG2	0	0.17848
AC131097.4	0	0
ANKRD13D	13.5812	13.7808
DNAI2	0	0
GRIK1-AS2	0	0
GPR55	0.120613	0
THNSL2	14.9409	15.8546
RASL12	0	0
CDH12	0	0.0135745
MLLT6	20.9206	21.5134
MNT	5.90555	6.22502
CGREF1	15.2899	15.2221
IRGQ	5.29242	5.14311
PTCH2	0.198485	0.0851802
TMC2	0.0135366	0
HK1	26.766	27.1243
COBL	12.6061	12.8967
AC019171.1	0	0
CREG1	23.984	24.8813
SLC5A4	0.0223112	0
WDR65	0.08277	0.116238
ZSWIM6	0.97558	0.944464
MAST1	1.46802	1.49258
KRTAP21-1	0	0
AGR3	0	0
TUFT1	10.1189	10.3314
EMP1	0.135359	0.0979293
CCDC68	0	0
NOS3	2.15308	2.40786
NR1I3	0.238098	0.416922
RUNDC3B	0.0895258	0.0293282
ZNF532	9.54476	12.8336
C1orf173	0	0
SPAG11A	0	0
KLHDC4	10.4929	9.84504
SETD9	1.42416	1.55521
EIF2B1	18.8851	18.1351
KRT4	0	0
FRS3	2.46423	2.30128
NDUFB1	893.995	895.901
YRDC	17.7685	18.488
UBTD2	4.55751	4.59471
CAMP	0	0.0845917
RPS18	3795.8	4011.77
CAMKK2	26.3906	26.5651
CYB5R4	2.3005	3.54454
FIG4	7.698	9.46209
EXOSC1	20.7376	21.425
ARL4D	1.81138	2.45667
COL27A1	0.0469882	0.0298946
ZFY	8.48459	5.60812
RP11-195F19.5	21.8895	20.2001
POLR3A	5.7255	5.59329
XXbac-BPG32J3.20	2.81484e-07	1.73162e-06
KRTAP9-9	0	0
RAB11FIP4	6.35595	6.02541
TMEM128	17.6274	16.0304
HOMER2	28.2736	31.5756
CGB2	0	0
TMEM132A	86.2629	76.323
CTSK	1.15816	0.94841
GARNL3	2.6469	2.28178
SYCE2	1.7354	2.26228
C9orf172	2.13821	2.74363
PYROXD1	6.24458	7.0171
MTMR9	3.82958	4.14619
CTNNB1	62.7203	62.0081
TLN2	0.964527	0.97621
SUFU	5.53366	5.67337
CTGF	0	0
ASCL1	0.035634	0.0170051
ZNF878	0.187494	0.0767626
HIST1H2AE	6.60644	5.02642
VAMP2	20.6286	19.5395
IFNGR2	13.7985	13.9973
TMEM50B	10.19	10.3029
C2orf66	0	0
FHL3	1.30983	1.57796
AGAP10	0.847088	0.834695
GAB4	0	0
SHISA4	12.1124	9.51787
KRTAP9-4	0	0
LGALS9C	0	0
FBLN5	0	0
ATP5H	209.92	219.866
PCSK7	11.6753	11.0892
KIAA0368	33.6596	39.952
CTB-129P6.11	0	0
PLK4	2.15584	2.28748
AP000350.10	0.27663	3.69259e-06
SELE	0	0
TAF10	68.1825	69.5352
KRTAP21-3	0	0
EXOC3L4	0	0.0971108
FBXW11	16.1378	16.7179
TRIM49B	0	0
ZNF146	16.4862	16.1596
KIAA1467	3.65026	3.97558
OR5A2	0	0
SPATA3	0	0
MTG2	30.5187	28.7489
RGAG4	1.12441	1.15492
HAUS7	6.71075	6.83612
RP11-77K12.1	7.76831e-07	5.24764e-05
ULK4	0.750796	1.10763
LRRC26	70.5574	69.9005
OR7D4	0	0
PWWP2A	3.27702	2.61131
RBPMS	5.22581	4.72295
SAG	0	0
TPPP2	0	0
MAZ	158.608	163.722
OR8H3	0	0
PHF20	11.2519	13.0804
C17orf49	51.7135	55.3322
CCNL1	11.6336	12.0208
PDCD1	0	0
HMGCR	20.4702	22.2513
TRPV6	8.60677	11.8762
FRAT1	1.77971	2.34313
SLC18A2	0.460197	0.334416
NHLRC4	0.281541	0.225487
AC007405.2	0.0424747	0
F2RL3	0	0.0116878
DACH1	0.0431971	0
PRR16	0.886931	0.329707
TRIP10	7.76668	7.09059
PTPRE	0.775438	1.11084
ZRANB2	16.3331	15.5691
C11orf71	12.2645	12.5935
FAM19A1	0	0
NKD1	0.490427	0.441684
ITSN1	4.37716	4.94165
FIP1L1	17.0334	15.9427
PYGO2	11.9937	11.9321
GALK1	12.8426	14.7793
PRR5-ARHGAP8	0.68528	0.206002
OR8K1	0	0
BTAF1	7.59143	7.3849
SDIM1	0	0
CIT	2.10506	1.98888
PUM1	21.3374	22.8661
TMPRSS3	0.0134278	0
CXCL9	0	0
AKAP1	31.5229	27.0969
SF3A1	26.9247	27.5824
XAGE3	0	0
KRT15	0	0.0165904
CCRL2	0	0
FAM216B	0	0
KLRF1	0	0
HOOK1	6.74537	7.30522
OGG1	5.69825	5.80938
AP003774.4	0.398567	0.416683
PPP2R5B	8.77012	8.7809
SMG5	21.0866	19.6144
APLP2	189.279	186.751
RAD51	3.50268	3.40976
KLHL2	4.44754	4.06804
EBPL	68.248	65.7761
WNT5A	0.979878	1.12284
PLA2G5	0.791415	1.1781
OR2T2	0	0
PNKP	13.6553	11.6743
CLDN3	42.5067	40.7692
PPP1R11	21.4323	21.6323
WDR41	18.5164	17.4677
HOXB7	0.322724	0.274294
CCP110	2.83717	3.14081
SLC10A7	3.82262	3.26883
TMEM189	13.551	12.8086
SHOC2	13.1904	13.4629
KRTAP16-1	0	0
HMSD	0	0
TREX1	16.2407	16.5519
AL627171.1	0	0
HARS	41.4442	39.1126
KRTAP10-2	0	0
APOL3	0.769391	0.668172
PPM1F	4.02088	5.13333
SLC30A1	2.31582	2.25834
EPHX4	0.839718	0.770623
ISG15	42.1765	47.0183
ARMCX6	7.18613	9.09206
UPF1	22.4784	21.8181
WDR60	2.99489	2.77093
RAB27A	1.79597	2.5357
FTHL17	0	0
AL354718.1	5.05587	7.94478
CD14	0.136184	0
GMCL1	4.19431	4.24823
C11orf73	18.0539	19.7556
RPL35A	1741.99	1754.29
HIST1H4A	0	0
UBTD1	5.24282	5.86959
TRAPPC9	8.82892	8.97849
WDR43	13.0375	16.0821
CLEC10A	0	0
RB1CC1	10.3386	11.567
ETFDH	14.4771	13.955
FFAR1	0	0
SF3B2	85.2656	83.9846
PPIAL4D	0.0379652	0
C4orf46	1.59349	1.40484
OR2M4	0	0
TRIM16	11.4177	11.3547
RP11-817J15.3	0	0
HIST1H2BN	0.796161	2.90249
PCDHGC3	2.23642	2.73868
XDH	0.0362278	0.117436
PPP5D1	0.22531	0.100442
SLC27A6	0	0
HEPACAM2	0	0
RAD23A	94.1355	90.7288
RBMS3	0	0
CSRP2BP	5.86911	4.9648
C16orf62	20.5477	21.3305
SYNDIG1L	0	0
STXBP6	0.899463	0.876093
ELAVL2	0.247448	0.410934
RP11-1167A19.2	0.167461	0.324596
GSG2	1.48644	1.2157
YKT6	35.6832	34.0612
SPARC	0.168724	0.221873
TTPAL	3.4329	3.83506
CMTM5	0	0
MIEF1	8.67622	7.59366
CACNA2D2	1.02726	0.968023
WEE1	7.42415	8.41878
TUBB	286.966	291.882
ATRAID	76.2942	83.7668
AMT	1.14249	1.58699
BRPF3	7.81454	8.02813
FOLR4	0	0
SUPT6H	21.6587	20.9976
RPL28	1461.97	1434.2
DMRT1	0	0.0336088
PEX14	13.5367	21.3161
PTPN22	0.0212246	0
GBP4	0.00670268	0.0191702
IL1F10	0.368895	0.201903
ADAMTS1	87.5636	88.3914
CRB1	0	0.0267394
ASB9	0.100545	0.0558241
TMEM161A	35.4846	35.0318
ADAM28	0.0938309	0.0233648
CNIH3	0.120036	0.163654
AMIGO3	0.362455	0.000586814
VRK1	8.23223	7.05126
INPP5F	2.71957	3.02782
SHB	4.82472	5.39348
CXCL14	0	0
ADH4	0	0
DCDC2	0.0176935	0.0253078
ACTL7A	0	0
NRCAM	0.0329387	0.0308649
SLC9B1	0.398872	0.225292
CAV1	0.135704	0
OR8B3	0	0
VPS16	9.17799	9.71125
BLID	0	0
ZNF224	2.03074	2.99188
ICOSLG	1.83508	1.26867
MECP2	12.5725	20.1948
ARL9	0	0
PAX2	0.0414623	0.0345979
LIPG	0.0529623	0.0498158
MAN2A2	14.2686	13.1505
CARHSP1	22.8715	20.758
ANXA2R	0.0199736	0.0381352
SKIV2L	15.1701	14.8415
COX5B	178.051	185.692
C5orf27	0	0.0210169
PPP2CB	23.6329	25.5657
AP001885.1	0	0
GEMIN5	3.03202	3.16829
TMEM241	6.0337	5.65659
KIAA1462	0.231343	0.224661
TMPRSS11BNL	0	0
RP11-159G9.5	3.50515	4.06229
SIRT3	17.7479	17.0154
HRASLS	0	0
AKR1C1	0.0448004	0.149431
EGFR	7.0991	8.05432
CHST8	0	0
HOOK2	43.1246	44.3923
HSPA9	102.827	106.708
OPCML	0	0
RPSAP58	62.0733	57.5233
BTBD16	0.0248212	0.0237069
TAF6L	11.6232	12.1523
CWC27	7.89619	6.97558
MTRR	15.766	16.1475
GP1BA	0.334127	0.352461
SMYD4	4.60808	3.66913
XAGE1A	3.13322	3.87097
AMELY	0	0
FAM122B	9.57744	9.07065
SYNC	8.38463	8.03992
ZNF8	2.50669	2.20005
UGP2	16.7725	15.2669
CYP3A5	0.487755	0.419365
RNF212	0.0380507	0
NYX	0	0
OR1L1	0	0
TRPV5	0.0146309	0.0139597
FBXO16	7.33175	3.93866
ZNF488	0.025279	0.0120562
ABCF2	19.1552	20.3628
SFXN3	7.0019	7.49032
FNDC8	0.350579	0.469263
NAP1L2	3.37278	4.0893
RAET1L	0.32817	0.800916
PLD6	0.274128	0.310671
GUCY2D	0.011449	0.0109202
TPM2	1.08429	1.08852
C12orf54	0	0
FAM101B	2.11985	2.60291
VEZF1	10.7313	10.0574
B3GNTL1	4.68144	4.30971
PRKAA1	34.6129	31.132
ZNF90	0	0
OR2A7	0.856551	0.797721
AL354993.1	0	0
SRRM4	0	0
TSPAN16	0	0
MAGI3	2.12647	2.17243
YEATS4	15.9961	15.8633
ZNF16	2.74719	2.67477
AP3S1	9.29293	10.9559
RSU1	12.4268	12.5823
ARSJ	0.00894749	0
ENAM	0	0
ZNRD1	14.1157	12.6973
FAM186B	0.161418	0.29747
SDK1	0.0749248	0.0255072
PAX5	0	0
CTD-2207O23.3	0.755411	0.977244
LY6G5C	0	0.0551645
GOLGA8A	15.2123	14.5547
PPIA	1556.87	1601.1
SFSWAP	9.89267	9.3316
ATIC	96.4236	106.187
SPPL2A	14.115	13.399
OR1L4	0	0
ANXA8L2	0	0.00784313
KIF13A	5.66392	5.70176
CDK14	10.5718	9.99371
RP11-597K23.2	0	0
PRSS22	1.47507	1.74663
CDC73	10.6134	10.6218
CADPS	0.021493	0
TMPRSS11F	0	0
CHAF1A	11.3577	11.5872
NOD1	0.845914	0.930806
ATP8A1	0.786318	0.791936
CITED4	5.26339	5.40148
POLR3C	8.00823	7.50356
BORA	0.84792	0.980487
RP11-126K1.2	1.33021	1.06806
TMEM9	83.2062	82.3905
ZNF551	4.31768	1.65884
FAM212A	0.101714	0.0974041
ACTA1	0.128424	0
RNMT	5.18492	5.39654
AC091150.1	0	0
IQGAP1	8.63628	9.15942
QPRT	0.114733	0
COQ10A	5.22034	5.47139
SPATA19	0	0
NUDT11	0.537924	0.663943
NAB2	2.0399	1.9805
CCDC74A	1.19542	0.60799
HOMER3	13.5479	12.4096
FETUB	0	0
C1orf95	0.205913	0.145953
PPIAL4A	0	0
OR2H1	0	0
RAB13	64.9484	65.1071
NR2C2	11.4869	7.96707
FBXO8	6.06644	5.97998
PCDH8	0.0118918	0
GAGE2C	0	0
LRRC55	0	0
NPY	0	0
PDZD8	4.50455	4.78816
AL136531.1	0.0740839	0
TREH	0.753364	0.823716
GAL	19.2002	18.9731
ENTPD8	0.07954	0.127475
SLX1B	7.88952	6.64099
ATF7IP	11.2359	8.51374
FBXO25	25.4651	25.6198
NDUFS3	78.2638	83.9777
CNIH1	41.5098	40.8358
RARRES1	0	0
AQP9	0	0
ISG20	18.5661	21.9017
INSL5	0.175628	0
COX19	2.48471	2.24873
IGFL4	0	0
MTSS1	0.122445	0.145403
PGAM4	0.765835	0.53213
C14orf93	6.01946	6.32496
ATP7B	1.12215	1.14308
CCDC130	12.039	12.7424
CREBBP	7.79713	7.63904
TSPAN18	0	0.0189098
SFT2D3	3.20882	2.88354
RTCA	22.7203	19.9132
STRIP2	0.938214	0.998027
GAGE2D	0	0
CARD6	0.0298029	0
POLI	8.25131	10.5376
OR5H15	0	0
SMARCA1	0.0922562	0.0488803
GABARAP	439.477	423.436
ELMO1	0.274369	0.0159259
SLC6A11	4.96527	5.48864
OR10AD1	0	0
FAM188A	10.4344	11.9531
SHPK	5.52742	5.8952
AL121963.1	0	0
GZMB	0	0
OR11H12	0	0
UBR7	7.78559	10.3281
POU2F1	2.13726	2.07469
BPIFA1	0	0
FBXW8	6.71633	7.04561
EXO1	2.34617	3.18922
ZNF585A	15.4139	13.2026
ASAP1	4.3695	4.02146
TRIM49D1	1.17506	1.01317
ADAM32	0.0195061	0
RP11-701P16.2	0	0
AC132872.2	0.210111	0.267531
PLP2	12.7353	13.8332
HIST2H2AC	1.84925	2.70609
SCML2	1.91282	1.97929
MORN5	0	0
NKX2-5	0	0
PODXL2	66.252	63.7288
MTRNR2L4	0	0.0390048
FBRS	16.8522	16.9125
BOLL	0	0
CTB-133G6.1	0	0
PLGLB1	0.618728	0.422427
DIMT1	12.9391	15.2642
PRR18	0.0161203	0
RBX1	43.1469	43.9796
L1TD1	0	0.0209185
RUVBL2	34.7531	35.5516
TRIM74	0.340801	0.289633
DHPS	60.7028	61.4369
OR52I2	0	0
CRISP3	0.410349	0.402039
STK25	62.8273	66.0337
EBNA1BP2	25.5104	27.5662
MED10	19.339	17.8199
BOLA1	21.3442	18.4875
DNAH3	0	0
CLN5	5.4519	6.0283
LHFPL5	0	0.0199522
AL035252.1	28.9516	21.5071
USP14	33.8242	36.4471
CCDC144A	0.560948	0.417058
SAP30BP	10.1204	8.94927
GRIN3A	0.518244	0.733514
ARL3	9.55397	8.93424
ZNF709	0.693708	0.887338
IRX5	1.12301	1.24762
SGSM1	0.437916	0.506674
PRY	0	0.0580833
RPL37A	3192.15	3390.74
CCR8	0	0
CD2AP	22.6586	22.1643
RP11-793H13.10	1.4597	0.369424
CIC	12.0506	11.357
FLRT3	0	0
SERPINA11	0	0
KLHL30	0	0
AMY1A	0	0
CTPS2	5.5506	5.79455
NUP88	19.134	19.9985
PPP1R16A	21.6673	20.6027
CPLX2	0	0.0157497
UNC5CL	0.0722395	0.138684
CCDC17	0.083403	0.159266
GJA3	0	0
PPP1R17	0	0
PRAMEF1	0	0.0118185
FGF3	0	0
FSHB	0.0356942	0
C11orf83	16.3025	15.468
PAK6	0.397444	0.0825884
PTRH2	26.9316	27.6704
KLRD1	0	0
CTSH	41.2907	40.9176
ZNF397	7.10601	5.9901
NSDHL	14.4381	15.9981
NREP	18.7336	21.0158
SERPINB5	0.890185	1.15471
CHMP5	36.5594	39.3418
STPG1	1.50311	1.88194
SLC2A4	1.29934	1.44465
KRTAP12-4	0	0
GPR26	0.00541972	0.00516627
SAMHD1	6.51329	6.88812
OR2J1	0	0
PUS7L	2.9441	2.89976
GDA	0	0
CHIA	0	0
DAAM2	0.0264903	0.0631628
GNGT1	0	0
CDKL1	0.477466	0.553116
SCD	111.352	117.173
MOB1B	7.29275	6.30283
ARSE	0	0
ANAPC7	20.4335	21.7545
NAA10	43.2188	42.8422
KAL1	0.00649538	0.0123846
ZDHHC6	10.7806	10.2286
MAN2C1	17.2753	18.3991
SMC1A	20.8577	29.6749
RFNG	13.8754	12.4223
KCNK1	1.18241	2.45129
ZNF676	0.19077	0.126013
HLA-DRA	0.130728	0.0416959
ZNF697	0.896817	0.58054
KCNH3	0.0872912	0.124883
EIF5A	331.911	319.39
FAM110C	0.483566	0.536306
FAM189A2	0.0220162	0.105137
PCDHA2	0.0167014	0.0134382
OR51S1	0	0
ARAF	20.2764	20.4615
URB2	1.65254	1.6812
LPCAT3	47.5931	48.1972
STK35	5.40212	5.48842
OR6C74	0	0
WDR31	2.3459	2.97997
AC007382.1	0	0
POU5F2	0	0
PHOX2B	0	0
DCLRE1A	3.88374	4.07978
LMNB1	27.2825	27.8207
GPRASP1	0.220301	0.300374
RP11-644F5.10	0.661874	0.338532
FAM72D	1.86795	2.19598
UGT3A2	0	0
ELP5	30.6347	27.3499
NECAP1	20.4557	20.2673
ZNF813	8.73448	3.44184
DCP1B	5.2717	4.45458
ANKRD2	0.56424	0.537741
TNFRSF1B	0.0114993	0.0329047
DMAP1	21.7431	20.2081
CDC40	9.18138	9.79272
PMF1	28.4642	32.8491
RPF2	28.6793	33.8073
OR51H1P	0	0
PGAP2	25.8445	27.5921
UPK3BL	4.83035	5.36081
ABRA	0	0
DOPEY2	9.24876	9.57775
USP35	2.93467	2.6156
CCDC163P	0.749591	0.507126
CCL13	0	0
CA14	0.0183927	0.111579
LIM2	0	0
EN1	0	0
MTRNR2L2	5.38632	4.30258
FGF4	0	0
GNAO1	0.0590221	0.676807
PKD1L1	0.00445053	0.012726
ZC3H7B	16.9872	16.4617
WNK3	0.655536	0.47346
TSPAN4	10.986	11.8215
STARD6	0.275126	0.660663
SLC2A2	0	0
ATP6V0D2	0	0
PLAU	0.0202068	0
CCDC28B	11.4833	13.1563
MAP2K1	25.1952	26.8622
ERV3-1	0.769038	0.779727
SPEN	2.96894	2.86646
C4orf21	1.1646	1.64884
TSSK4	0	0.658594
COTL1	11.8175	9.78694
ATAD5	0.672268	0.691907
SLC25A48	0.747854	0.407926
G6PC	0	0
NAA38	14.4652	15.2319
CTAG1A	0.669268	0.432999
SRM	121.724	122.485
ZBTB47	3.28595	3.29293
CT45A1	0	0.0317997
ERH	139.654	142.157
RBM18	5.24888	4.98899
MRPS18A	28.4013	28.3419
MRPL48	20.5976	17.7339
TRPV2	0.0743491	0
SELL	0.434707	0.484062
NHLRC3	3.00743	2.8949
DNAJB7	0.0849974	0.0486704
ID3	1.71754	1.79578
LCE1F	0	0
WNT9B	0.115886	0
DKFZP434O1614	0	0
AL138815.2	0	0
HERC5	0.538079	0.913057
TOMM40L	5.02169	5.13111
C15orf43	0	0
PHC2	16.9751	17.3496
ADAMTS10	0.0179306	0
KATNB1	17.6697	16.3138
FGFR4	2.34179	2.46911
F8A3	5.5808	5.65452
DHX8	11.9074	10.6284
SPRY1	2.89436	2.97524
PCDHB14	0.898527	1.16803
NUDT19	12.3817	13.7987
C15orf61	7.38944	7.13407
NEFM	0.041868	0.0839945
ZNF10	2.73546	4.8273
ARPC4	55.3632	53.9794
METTL20	2.15564	2.85462
ATL3	14.9616	15.4996
CCT6B	3.46138	4.03561
TMEM247	0	0
GPR56	28.7881	27.6303
MORN2	11.7016	15.4675
USP17L28	0	0
COPZ1	146.812	143.701
AMHR2	0.586719	0.589116
SH3TC1	2.98809	2.4043
KAT2B	2.83024	3.14991
HIP1R	10.2861	9.87517
GDI2	80.9821	86.136
P4HA2	8.85807	8.05954
KCNJ14	0.236129	0.288998
COCH	0.153386	0.0745755
SPATA25	0.321105	0.61684
PSME4	7.32447	7.44222
LILRA5	0	0
ERCC8	2.32446	2.21434
CCNI2	0.150526	0.0538803
GGNBP2	26.6152	24.773
LILRB1	0	0
FKSG62	0	0
PDK4	0.0237424	0
PDIA6	89.4185	96.3845
PRDM8	0	0.0131173
SYT2	0.0428609	0.0306173
ABCG2	0.0391915	0.0444654
CATSPER3	0.323019	0.308863
LAMA3	11.2967	10.128
RP11-295D22.1	0	0
CCL17	0	0
C6orf123	0	0
C7orf41	2.14079	2.21311
GPANK1	9.16525	7.9514
SATB1	0.0145442	0
HYDIN	1.25152	0.834494
ZBTB40	2.48452	2.18938
ZNF587	4.93092	5.03452
HSD3B7	14.555	14.5939
RP11-1012A1.4	0	0
LYPD6B	0.480782	0.51677
OR51G2	0	0
SH3BP4	12.1813	10.6628
OR4C6	0	0
ZC3H14	22.8124	21.8908
EID1	105.812	109.255
AP003062.1	0	0
GAPT	0	0
PHB2	129.511	132.635
PBX1	9.10098	8.20637
OR2D3	0	0
C9orf141	0	0
THY1	0.0239144	0
CWH43	0.302889	0.272081
FAM185A	4.0741	4.71309
KLHL8	5.38228	4.98501
DMPK	2.89225	3.20076
PLEKHG1	0.0225405	0.0381516
SCO1	15.9082	17.1342
GATA5	0.0168753	0
FGFBP3	1.94878	1.99154
ARHGEF25	3.83404	3.74118
ZNF331	6.59958	5.78687
CD1E	0	0
COX20	21.8439	21.9695
ABCC6	0.457555	0.248606
IL1B	0	0.120944
FANCI	18.1231	17.4196
MT-ND1	2057.62	1937.18
ZNF189	3.36911	3.86563
POU2F2	0.0659722	0.400729
TCTEX1D1	0	0
COX10	11.2698	10.4351
ADAM12	0.135884	0.0798396
C7orf71	0	0
ZNF197	3.19749	3.24738
ADSSL1	7.441	6.20982
PRED57	0	0
CSNK1D	77.6714	75.9848
MARK4	3.73478	3.62
SLC6A15	0	0
TRAF2	8.15397	9.34647
IL11	0.567133	0.696028
NKIRAS1	6.71825	6.15166
BLOC1S3	1.90026	1.83122
OSBPL5	15.173	16.8175
PAGE5	0	0
PDIA4	74.5743	72.9497
FCRL6	0	0
MBD3L4	0.0774274	0.0185868
EXD3	3.86606	3.28445
LCTL	0.0859649	0.0328169
ST6GALNAC5	0	0.0215077
AREG	0.112011	0.0273072
EMG1	38.0395	37.31
ATG4A	9.24404	9.03355
SMCO3	0.256653	0.306307
EDC3	15.1686	14.7419
SLC9A1	13.4415	11.7221
ADM5	0.487448	0.439801
TRIM39-RPP21	2.73837e-08	7.23108e-15
MYBL1	0.868037	0.636364
GNRHR	0.0414219	0.0395459
CWC25	4.20371	4.1091
ZNF843	0.335635	0.34047
SEMA3C	15.3958	15.1016
LRP1	2.0082	2.09171
CRB3	31.4717	30.6744
ARF3	155.144	165.67
SRGAP3	0.9551	1.1335
FBXO47	0	0
SCRN1	1.03746	0.569622
UBE2J2	40.6775	43.7043
SPINT2	237.342	242.477
