Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Basal Cell Nevus Syndrome	1/46	0.049421635543190894	0.06986952770064568	0	0	21.09312169312169	63.43475777373824	XRCC6
Childhood Diffuse Large B-Cell Lymphoma	1/46	0.049421635543190894	0.06986952770064568	0	0	21.09312169312169	63.43475777373824	CREBBP
Obstructive nephropathy	1/46	0.049421635543190894	0.06986952770064568	0	0	21.09312169312169	63.43475777373824	SMAD2
Mental disorders	2/329	0.05019629442654993	0.07069763189709811	0	0	6.009480122324159	17.97924719064537	GSK3B;MAPK1
Osteopenia	2/329	0.05019629442654993	0.07069763189709811	0	0	6.009480122324159	17.97924719064537	MAPK1;HIF1A
Primary biliary cirrhosis	2/329	0.05019629442654993	0.07069763189709811	0	0	6.009480122324159	17.97924719064537	SMAD2;HIF1A
Serum triglycerides raised	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	FOS
FRAGILE X TREMOR/ATAXIA SYNDROME	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	HDAC3
Hemangioblastoma	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	HIF1A
Hyperparathyroidism	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	CTNNB1
Abnormality of the cornea	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	CREBBP
Cholestasis of pregnancy	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	HDAC3
Colonic Polyps	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	CTNNB1
Post MI	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	HIF1A
Diabetic Foot	1/47	0.05046967971071609	0.07069763189709811	0	0	20.633540372670808	61.61964439333086	HIF1A
Cerebrovascular accident	3/768	0.0504727397341308	0.07069763189709811	0	0	3.965531475748194	11.842353474091134	HDAC2;CDK6;HIF1A
Sleep Disorders	1/48	0.05151662087178671	0.071955676253026	0	0	20.193515704154002	59.890954463772765	KAT5
keratoacanthoma	1/48	0.05151662087178671	0.071955676253026	0	0	20.193515704154002	59.890954463772765	CTNNB1
Manic Disorder	1/48	0.05151662087178671	0.071955676253026	0	0	20.193515704154002	59.890954463772765	GSK3B
Dupuytren Contracture	1/48	0.05151662087178671	0.071955676253026	0	0	20.193515704154002	59.890954463772765	MAPK1
Triglycerides measurement	2/336	0.0521184814368196	0.07274487691711569	0	0	5.881437125748503	17.375151306880397	PGR;HIF1A
Blepharoptosis	2/337	0.05239526204376778	0.07305479152649957	0	0	5.863582089552239	17.291346553004594	SMAD4;CREBBP
Female Breast Carcinoma	1/49	0.052562460131218174	0.07305479152649957	0	0	19.771825396825395	58.24291595044674	PGR
Intracranial Hemorrhages	1/49	0.052562460131218174	0.07305479152649957	0	0	19.771825396825395	58.24291595044674	HIF1A
Aortic coarctation	1/49	0.052562460131218174	0.07305479152649957	0	0	19.771825396825395	58.24291595044674	SMAD4
Low anterior hairline	1/49	0.052562460131218174	0.07305479152649957	0	0	19.771825396825395	58.24291595044674	CREBBP
Dental Enamel Hypoplasia	1/49	0.052562460131218174	0.07305479152649957	0	0	19.771825396825395	58.24291595044674	CREBBP
Single transverse palmar crease	1/50	0.05360719859925478	0.07414160870695251	0	0	19.367346938775512	56.67024999786951	CREBBP
Giant Cell Tumors	1/50	0.05360719859925478	0.07414160870695251	0	0	19.367346938775512	56.67024999786951	FOS
Varicella zoster	1/50	0.05360719859925478	0.07414160870695251	0	0	19.367346938775512	56.67024999786951	MAPK3
Advanced bone age	1/50	0.05360719859925478	0.07414160870695251	0	0	19.367346938775512	56.67024999786951	FOS
Microscopic Polyarteritis	1/50	0.05360719859925478	0.07414160870695251	0	0	19.367346938775512	56.67024999786951	PGR
Chronic inflammatory disorder	1/50	0.05360719859925478	0.07414160870695251	0	0	19.367346938775512	56.67024999786951	HIF1A
Pointed chin	1/50	0.05360719859925478	0.07414160870695251	0	0	19.367346938775512	56.67024999786951	MAPK1
Epistaxis	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	SMAD4
Cockayne Syndrome, Type I	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	MAPK3
Frequent nosebleeds	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	SMAD4
Abnormality of the ribs	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	SMAD4
Malignant neoplasm of female breast	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	PGR
Pauci-immune Glomerulonephritis associated with Granulomatosis with Polyangiitis	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	CDK6
Convex nasal ridge	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	CREBBP
Cystadenoma	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	HIF1A
Premature coronary artery disease	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	HIF1A
Rabies (disorder)	1/51	0.05465083736850441	0.0750593906834466	0	0	18.97904761904762	55.16811991271338	CREBBP
Gait, Unsteady	1/52	0.05569337754639787	0.07622620973952585	0	0	18.605975723622784	53.732086291886986	CREBBP
Friedreich Ataxia	1/52	0.05569337754639787	0.07622620973952585	0	0	18.605975723622784	53.732086291886986	HDAC3
Generalized hirsutism	1/52	0.05569337754639787	0.07622620973952585	0	0	18.605975723622784	53.732086291886986	FOS
Invasive Lobular Breast Carcinoma	1/52	0.05569337754639787	0.07622620973952585	0	0	18.605975723622784	53.732086291886986	PGR
Range of joint movement increased	1/52	0.05569337754639787	0.07622620973952585	0	0	18.605975723622784	53.732086291886986	CREBBP
Hyperparathyroidism, Primary	1/53	0.05673482023315897	0.0773300689858447	0	0	18.247252747252748	52.358067488080735	CTNNB1
Leukemia, Lymphocytic, Acute, L2	1/53	0.05673482023315897	0.0773300689858447	0	0	18.247252747252748	52.358067488080735	CDK6
Other specified types of schizophrenia, unspecified	1/53	0.05673482023315897	0.0773300689858447	0	0	18.247252747252748	52.358067488080735	GSK3B
Stevens-Johnson Syndrome	1/53	0.05673482023315897	0.0773300689858447	0	0	18.247252747252748	52.358067488080735	CTNNB1
Language Disorders	1/53	0.05673482023315897	0.0773300689858447	0	0	18.247252747252748	52.358067488080735	MAPK1
Anxiety neurosis (finding)	1/53	0.05673482023315897	0.0773300689858447	0	0	18.247252747252748	52.358067488080735	FOS
Hepatocellular Adenoma	1/54	0.05777516652888407	0.07869376130658347	0	0	17.902066486972146	51.04230466405881	CTNNB1
Russell-Silver syndrome	1/55	0.058814417525785305	0.08005408312434595	0	0	17.569664902998237	49.78133084189748	PGR
Treatment related acute myeloid leukaemia	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	CREBBP
Vertigo	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	PGR
Adenoviral infections	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	SMAD4
Adult Cholangiocarcinoma	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	HDAC3
Autoimmune arthritis	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	MAPK1
Caries (morphologic abnormality)	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	SMAD4
Carotid Stenosis	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	HIF1A
Parathyroid Neoplasms	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	CTNNB1
Pituitary-dependent Cushing's disease	1/56	0.05985257433019706	0.08096495500146521	0	0	17.24935064935065	48.57194341390608	HDAC2
Heart Septal Defects	1/57	0.060889638035462136	0.08203071972717442	0	0	16.94047619047619	47.41117969569272	SMAD4
Abnormality of epiphysis morphology	1/57	0.060889638035462136	0.08203071972717442	0	0	16.94047619047619	47.41117969569272	SMAD4
Abnormality of the voice	1/57	0.060889638035462136	0.08203071972717442	0	0	16.94047619047619	47.41117969569272	SMAD4
Long eyelashes	1/57	0.060889638035462136	0.08203071972717442	0	0	16.94047619047619	47.41117969569272	CREBBP
Cardiac defects	1/57	0.060889638035462136	0.08203071972717442	0	0	16.94047619047619	47.41117969569272	HIF1A
Pneumocystis jiroveci pneumonia	1/57	0.060889638035462136	0.08203071972717442	0	0	16.94047619047619	47.41117969569272	CTNNB1
Respiratory Tract Diseases	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	MAPK8
SCHIZOPHRENIA 1 (disorder)	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	GSK3B
Severe Dengue	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	MAPK1
Tooth Crowding	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	CREBBP
Tooth mass arch size discrepancy	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	CREBBP
Tooth size discrepancy	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	CREBBP
Inadequate arch length for tooth size	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	CREBBP
Wide anterior fontanel	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	CREBBP
Mycoplasma Infections	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	SMAD4
Cutis Laxa	1/58	0.06192560972922704	0.08286116477996165	0	0	16.642439431913115	46.29629511520948	FOS
Hepatomegaly	2/373	0.06270917944714219	0.08385282966019351	0	0	5.284905660377358	14.635211467435377	CTNNB1;FOS
Leukocyte adhesion deficiency type 1	1/59	0.06296049051908208	0.08396149140795887	0	0	16.354679802955665	45.22474371763155	MAPK1
Conn Syndrome	1/59	0.06296049051908208	0.08396149140795887	0	0	16.354679802955665	45.22474371763155	MAPK3
Progeria	1/59	0.06296049051908208	0.08396149140795887	0	0	16.354679802955665	45.22474371763155	FOS
Radial club hand	1/59	0.06296049051908208	0.08396149140795887	0	0	16.354679802955665	45.22474371763155	CREBBP
MAJOR AFFECTIVE DISORDER 8	1/60	0.06399428148789535	0.08516759160282569	0	0	16.076674737691686	44.19416072773483	GSK3B
MAJOR AFFECTIVE DISORDER 9	1/60	0.06399428148789535	0.08516759160282569	0	0	16.076674737691686	44.19416072773483	GSK3B
Cerebral calcification	1/60	0.06399428148789535	0.08516759160282569	0	0	16.076674737691686	44.19416072773483	CTNNB1
Epithelial hyperplasia of skin	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	HIF1A
Depression, Bipolar	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	GSK3B
Ganglioglioma	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	MAPK1
Sinusitis	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	HIF1A
Leukemia, Large Granular Lymphocytic	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	FOS
MAJOR AFFECTIVE DISORDER 7	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	GSK3B
Aura	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	FOS
Awakening Epilepsy	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	FOS
Bile duct carcinoma	1/61	0.06502698372913016	0.08602028992969328	0	0	15.807936507936509	43.20234688566271	SMAD4
Arsenic Poisoning, Inorganic	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	PIAS1
Nervous System, Organic Arsenic Poisoning	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	PIAS1
Abnormality of the pinna	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	CREBBP
Arsenic Encephalopathy	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	PIAS1
Arsenic Induced Polyneuropathy	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	PIAS1
Arsenic Poisoning	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	PIAS1
Multiple polyps	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	SMAD4
Nijmegen Breakage Syndrome	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	XRCC6
Phyllodes Tumor	1/62	0.06605859834459576	0.0868613393678939	0	0	15.548009367681498	42.247254377649796	HIF1A
Invasive carcinoma of breast	2/385	0.0662920325176683	0.08711028890378902	0	0	5.116187989556136	13.883725480755453	PGR;HIF1A
Fibroadenoma	1/63	0.06708912641607817	0.0878071734073919	0	0	15.296466973886329	41.32697417378087	PGR
Epilepsy, Cryptogenic	1/63	0.06708912641607817	0.0878071734073919	0	0	15.296466973886329	41.32697417378087	FOS
Simple ear	1/63	0.06708912641607817	0.0878071734073919	0	0	15.296466973886329	41.32697417378087	CREBBP
Monocytic leukemia	1/63	0.06708912641607817	0.0878071734073919	0	0	15.296466973886329	41.32697417378087	MAPK3
Necrotizing Enterocolitis	1/63	0.06708912641607817	0.0878071734073919	0	0	15.296466973886329	41.32697417378087	MAPK8
Neutrophilia (disorder)	1/63	0.06708912641607817	0.0878071734073919	0	0	15.296466973886329	41.32697417378087	MAPK3
Smooth philtrum	1/64	0.06811856902815693	0.08874285872731526	0	0	15.052910052910052	40.43972459506669	MAPK1
Hirsutism	1/64	0.06811856902815693	0.08874285872731526	0	0	15.052910052910052	40.43972459506669	CREBBP
Uterine Cancer	1/64	0.06811856902815693	0.08874285872731526	0	0	15.052910052910052	40.43972459506669	PGR
Bronchiolitis Obliterans	1/64	0.06811856902815693	0.08874285872731526	0	0	15.052910052910052	40.43972459506669	HIF1A
Multiple Endocrine Neoplasia Type 2a	1/64	0.06811856902815693	0.08874285872731526	0	0	15.052910052910052	40.43972459506669	MAPK1
Congenital Camptodactyly	1/64	0.06811856902815693	0.08874285872731526	0	0	15.052910052910052	40.43972459506669	SMAD4
Cytogenetically normal acute myeloid leukemia	1/64	0.06811856902815693	0.08874285872731526	0	0	15.052910052910052	40.43972459506669	HIF1A
Multiple, subcutaneous nodules	1/65	0.06914692728645229	0.08990466187672368	0	0	14.816964285714286	39.58384098532174	CTNNB1
Subcutaneous nodule	1/65	0.06914692728645229	0.08990466187672368	0	0	14.816964285714286	39.58384098532174	CTNNB1
Limitation of joint mobility	1/65	0.06914692728645229	0.08990466187672368	0	0	14.816964285714286	39.58384098532174	SMAD4
Anxiety Disorders	2/396	0.06963664972262702	0.0904818310540713	0	0	4.970558375634518	13.243875212516599	HDAC2;FOS
Bronchitis, Chronic	1/66	0.07017420225965537	0.09094097733780798	0	0	14.588278388278388	38.75776638076853	HDAC2
Giant Cell Tumor of Bone	1/66	0.07017420225965537	0.09094097733780798	0	0	14.588278388278388	38.75776638076853	HIF1A
Congenital arteriovenous malformation	1/66	0.07017420225965537	0.09094097733780798	0	0	14.588278388278388	38.75776638076853	SMAD4
Diffuse Astrocytoma	1/66	0.07017420225965537	0.09094097733780798	0	0	14.588278388278388	38.75776638076853	HIF1A
Fine hair	1/67	0.07120039504142281	0.09196911720523875	0	0	14.366522366522366	37.96004302786625	SMAD4
Tongue Carcinoma	1/67	0.07120039504142281	0.09196911720523875	0	0	14.366522366522366	37.96004302786625	HIF1A
Toxic Epidermal Necrolysis	1/67	0.07120039504142281	0.09196911720523875	0	0	14.366522366522366	37.96004302786625	CTNNB1
Bipolar I disorder	1/67	0.07120039504142281	0.09196911720523875	0	0	14.366522366522366	37.96004302786625	GSK3B
Congenital muscular dystrophy (disorder)	1/67	0.07120039504142281	0.09196911720523875	0	0	14.366522366522366	37.96004302786625	XRCC6
Strabismus	2/404	0.07210433242865656	0.09274731844759858	0	0	4.8696517412935325	12.805436592089487	SMAD4;CTNNB1
Short palpebral fissure	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	SMAD4
Human papilloma virus infection	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	PGR
Adenomatous polyp of colon	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	SMAD4
Leishmaniasis	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	MAPK3
Angle class 2 malocclusion	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	CREBBP
Angle class 3 malocclusion	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	CREBBP
Low posterior hairline	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	CREBBP
Precocious Puberty	1/68	0.07222550672020589	0.09274731844759858	0	0	14.15138592750533	37.18930470253887	FOS
Burkitt Lymphoma	2/407	0.07303720859122083	0.09372871147996176	0	0	4.8328395061728395	12.646508021182846	MAPK1;HIF1A
Histiocytosis, Langerhans-Cell	1/69	0.07324953836364095	0.0938183127549876	0	0	13.942577030812325	36.444269724198726	MAPK1
Thin lips	1/69	0.07324953836364095	0.0938183127549876	0	0	13.942577030812325	36.444269724198726	SMAD4
Underdeveloped nasal alae	1/69	0.07324953836364095	0.0938183127549876	0	0	13.942577030812325	36.444269724198726	MAPK1
Angina, Unstable	1/70	0.07427249108472932	0.09488238673501966	0	0	13.739820565907522	35.72373458022456	HIF1A
Chromosome 8, trisomy	1/70	0.07427249108472932	0.09488238673501966	0	0	13.739820565907522	35.72373458022456	CDK6
Philadelphia chromosome-positive acute lymphoblastic leukemia	1/70	0.07427249108472932	0.09488238673501966	0	0	13.739820565907522	35.72373458022456	CDK6
Pulmonary arterial hypertension	1/70	0.07427249108472932	0.09488238673501966	0	0	13.739820565907522	35.72373458022456	SMAD4
Cryptorchidism	2/414	0.07522955372092971	0.09600153179673604	0	0	4.749029126213593	12.286740981750087	SMAD4;CREBBP
Malocclusion	1/71	0.07529436595095905	0.09600153179673604	0	0	13.542857142857143	35.026568142715256	CREBBP
Pterygium	1/71	0.07529436595095905	0.09600153179673604	0	0	13.542857142857143	35.026568142715256	MAPK1
Inflammatory Bowel Diseases	3/911	0.07621371620569047	0.09692761990316727	0	0	3.3161372594481797	8.536446394749198	MAPK8;MAPK1;HIF1A
secondary acute myeloid leukemia	1/72	0.07631516402502538	0.09692761990316727	0	0	13.351441985244803	34.35170636454176	MAPK8
Spinocerebellar Ataxia Type 7	1/72	0.07631516402502538	0.09692761990316727	0	0	13.351441985244803	34.35170636454176	HDAC3
MAJOR AFFECTIVE DISORDER 4	1/72	0.07631516402502538	0.09692761990316727	0	0	13.351441985244803	34.35170636454176	GSK3B
MAJOR AFFECTIVE DISORDER 6	1/72	0.07631516402502538	0.09692761990316727	0	0	13.351441985244803	34.35170636454176	GSK3B
Cockayne Syndrome	1/72	0.07631516402502538	0.09692761990316727	0	0	13.351441985244803	34.35170636454176	MAPK8
Ulcerative Colitis	3/915	0.07700613627732808	0.09774236449082452	0	0	3.3009002770083105	8.463079749052994	CTNNB1;MAPK1;FOS
Guillain-Barre Syndrome	1/73	0.07733488642276296	0.0978452278571152	0	0	13.165343915343914	33.69814742858341	MAPK1
Attention Deficit Disorder	1/73	0.07733488642276296	0.0978452278571152	0	0	13.165343915343914	33.69814742858341	CREBBP
Marfan Syndrome	1/73	0.07733488642276296	0.0978452278571152	0	0	13.165343915343914	33.69814742858341	SMAD2
Bone neoplasms	1/73	0.07733488642276296	0.0978452278571152	0	0	13.165343915343914	33.69814742858341	HIF1A
Congenital small ears	1/73	0.07733488642276296	0.0978452278571152	0	0	13.165343915343914	33.69814742858341	SMAD4
Hamartoma	1/74	0.07835353419741103	0.09888065817245163	0	0	12.984344422700588	33.064947337443236	SMAD4
Keratitis	1/74	0.07835353419741103	0.09888065817245163	0	0	12.984344422700588	33.064947337443236	MAPK8
MAJOR AFFECTIVE DISORDER 1	1/74	0.07835353419741103	0.09888065817245163	0	0	12.984344422700588	33.064947337443236	GSK3B
DiGeorge Syndrome	1/74	0.07835353419741103	0.09888065817245163	0	0	12.984344422700588	33.064947337443236	CTNNB1
Central Nervous System Neoplasms	1/75	0.07937110842625347	0.09990945770672441	0	0	12.808236808236808	32.45121583769236	MAPK1
MYOTONIC DYSTROPHY 1	1/75	0.07937110842625347	0.09990945770672441	0	0	12.808236808236808	32.45121583769236	GSK3B
Polycythemia	1/75	0.07937110842625347	0.09990945770672441	0	0	12.808236808236808	32.45121583769236	HIF1A
Proliferative diabetic retinopathy	1/75	0.07937110842625347	0.09990945770672441	0	0	12.808236808236808	32.45121583769236	MAPK3
Respiration Disorders	1/76	0.08038761020538497	0.10080351120992719	0	0	12.636825396825397	31.85611269580601	MAPK8
Acromegaly	1/76	0.08038761020538497	0.10080351120992719	0	0	12.636825396825397	31.85611269580601	FOS
Amphetamine-Related Disorders	1/76	0.08038761020538497	0.10080351120992719	0	0	12.636825396825397	31.85611269580601	FOS
Amphetamine Abuse	1/76	0.08038761020538497	0.10080351120992719	0	0	12.636825396825397	31.85611269580601	FOS
Platyspondyly	1/76	0.08038761020538497	0.10080351120992719	0	0	12.636825396825397	31.85611269580601	SMAD4
Early-Stage Breast Carcinoma	1/76	0.08038761020538497	0.10080351120992719	0	0	12.636825396825397	31.85611269580601	PGR
Cirrhosis	2/433	0.08128757061297624	0.10162516130383073	0	0	4.535266821345708	11.382441040589109	CTNNB1;HIF1A
Neoplastic Syndromes, Hereditary	1/77	0.0814030405988153	0.10162516130383073	0	0	12.469924812030076	31.278844284190207	SMAD4
Niemann-Pick Disease, Type C	1/77	0.0814030405988153	0.10162516130383073	0	0	12.469924812030076	31.278844284190207	HDAC2
Amphetamine Addiction	1/77	0.0814030405988153	0.10162516130383073	0	0	12.469924812030076	31.278844284190207	FOS
Non-small cell lung cancer stage I	1/77	0.0814030405988153	0.10162516130383073	0	0	12.469924812030076	31.278844284190207	HIF1A
PANIC DISORDER 1	1/77	0.0814030405988153	0.10162516130383073	0	0	12.469924812030076	31.278844284190207	PGR
Parathyroid Adenoma	1/77	0.0814030405988153	0.10162516130383073	0	0	12.469924812030076	31.278844284190207	CTNNB1
Stereotyped Behavior	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	CREBBP
Pleural Effusion, Malignant	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	MAPK1
Sudden infant death syndrome	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	FOS
Acute monocytic leukemia	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	CREBBP
Androgen-Insensitivity Syndrome	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	CREBBP
Marinesco-Sjogren syndrome	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	CTNNB1
Bronchial Hyperreactivity	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	KAT5
Peripheral Vascular Diseases	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	HIF1A
Pulmonary Edema	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	HIF1A
Electromyogram abnormal	1/78	0.0824174006878716	0.10224520499908693	0	0	12.307359307359308	30.718660426022282	SMAD4
Glioblastoma, IDH-Wildtype	1/79	0.08343069154031897	0.10330759610791847	0	0	12.148962148962148	30.174851502656868	HIF1A
Malignancy	1/79	0.08343069154031897	0.10330759610791847	0	0	12.148962148962148	30.174851502656868	HIF1A
Osteitis Deformans	1/79	0.08343069154031897	0.10330759610791847	0	0	12.148962148962148	30.174851502656868	FOS
Eosinophilic esophagitis	1/80	0.08444291423315978	0.10429940938742373	0	0	11.994575045207956	29.646745779715985	SMAD2
Abnormality of the metaphysis	1/80	0.08444291423315978	0.10429940938742373	0	0	11.994575045207956	29.646745779715985	SMAD4
Luminal B Breast Carcinoma	1/80	0.08444291423315978	0.10429940938742373	0	0	11.994575045207956	29.646745779715985	PGR
Desmoplastic	1/80	0.08444291423315978	0.10429940938742373	0	0	11.994575045207956	29.646745779715985	SMAD4
Diabetes Mellitus, Insulin-Dependent	3/956	0.08534447292385172	0.10528495814824475	0	0	3.1520958745236647	7.7574957793797354	CREBBP;HDAC3;FOS
Granulocyte count	1/81	0.08545406982867663	0.10528495814824475	0	0	11.844047619047618	29.13370694679182	CDK6
Neoplasms, Experimental	1/81	0.08545406982867663	0.10528495814824475	0	0	11.844047619047618	29.13370694679182	HIF1A
Insulin Resistance	1/81	0.08545406982867663	0.10528495814824475	0	0	11.844047619047618	29.13370694679182	FOS
Myocardial Ischemia	2/448	0.0861768046716104	0.10610922021597916	0	0	4.379372197309417	10.735392538105748	HIF1A;MAPK3
Salivary Gland Neoplasms	1/82	0.08646415940904789	0.10633045755471332	0	0	11.697236919459142	28.635131837045158	CTNNB1
Prediabetes syndrome	1/82	0.08646415940904789	0.10633045755471332	0	0	11.697236919459142	28.635131837045158	MAPK8
Maturity onset diabetes mellitus in young	1/83	0.08747318404606488	0.1075043798948215	0	0	11.554006968641115	28.150448327888157	CREBBP
Eczema	2/454	0.08815782578849689	0.10827842408723966	0	0	4.319911504424779	10.491451971970697	JUND;FOS
Short philtrum	1/84	0.08848114479384046	0.10847316012900987	0	0	11.414228341939186	27.679113395058145	SMAD4
Sloping forehead	1/84	0.08848114479384046	0.10847316012900987	0	0	11.414228341939186	27.679113395058145	CDK6
Soft Tissue Neoplasms	1/84	0.08848114479384046	0.10847316012900987	0	0	11.414228341939186	27.679113395058145	CTNNB1
Alzheimer's Disease, Focal Onset	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	GSK3B
Cicatrix, Hypertrophic	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	SMAD2
Syndactyly	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	CREBBP
Hyperopia	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	SMAD4
Acute Confusional Senile Dementia	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	GSK3B
Convex nasal bridge	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	SMAD4
Prominent nasal bridge	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	SMAD4
Prostatic Hyperplasia	1/85	0.08948804274182545	0.10916546288764994	0	0	11.277777777777779	27.220611302509273	HIF1A
Recurrent urinary tract infection	1/86	0.0904938789441273	0.10984966866296952	0	0	11.14453781512605	26.774451939878727	HIF1A
Cystadenocarcinoma, Serous	1/86	0.0904938789441273	0.10984966866296952	0	0	11.14453781512605	26.774451939878727	PGR
Leishmaniasis, Visceral	1/86	0.0904938789441273	0.10984966866296952	0	0	11.14453781512605	26.774451939878727	MAPK1
Headache	1/86	0.0904938789441273	0.10984966866296952	0	0	11.14453781512605	26.774451939878727	CTNNB1
Myocardial Reperfusion Injury	1/86	0.0904938789441273	0.10984966866296952	0	0	11.14453781512605	26.774451939878727	HIF1A
